Unique_ID,Arm.Name,Randomized,KM_Curves,Rand_Group,N_Patient,OS,OS_Comp,OS_pval,OS_events,OS_KM,OS_Note,TTP,TTP_Comp,TTP_pval,TTP_KM,TTP_events,TTP_Note,PFS,PFS_Comp,PFS_pval,PFS_KM,PFS_events,PFS_Note
BRUNN0677_T2,Premenopausal: Chemotherapy only,Yes,,A,23,13.2,,,,BRUNN0677_OS1_chemo.xml,,,,,,,,,,,,,
BRUNN0677_T3,Premenopausal with no prior hormone therapy: DES + chemotherapy,Yes,,B,48,26.7,,,,BRUNN0677_OS2_DES.xml,,,,,,,,,,,,,
BRUNN0677_T4,Premenopausal with no prior hormone therapy: chemotherapy only,Yes,,B,48,19.2,,,,BRUNN0677_OS2_chemo.xml,,,,,,,,,,,,,
BRUNN0677_T5,Postmenopausal with previous hormonal therapy: Depo-Provera + chemotherapy,Yes,,C,38,18.1,,,,BRUNN0677_OS3_depo.xml,,,,,,,,,,,,,
BRUNN0677_T6,Postmenopausal with previous hormonal therapy: chemotherapy only,Yes,,C,37,22.8,,,,BRUNN0677_OS3_chemo.xml,,,,,,,,,,,,,
BULL0578_T1,CAF,Yes,,,38,27.2,,0.13,14,BULL0578_OS_CAF.xml,,6.06,,,,,,,,,,,
BULL0578_T2,CMF,Yes,,,40,17,,,27,BULL0578_OS_CMF.xml,,10.08,,,,,,,,,,,
BURST0407_T1,Arm 1,Yes,,,21,,,,,,,2.1,,,BURST0407_TTP_ARM1.xml,,,,,,,,
BURST0407_T2,Arm 2,Yes,,,21,,,,,,,2.1,,,BURST0407_TTP_ARM2.xml,,,,,,,,
BURST0907_T1,Arm A,Yes,,,41,,,,,,,8.5,,,BURST0907_TTP_ARMA.xml,,,,,,,,
BURST0907_T2,Arm B,Yes,,,40,,,,,,,6,,,BURST0907_TTP_ARMB.xml,,,,,,,,
BURST1214_T1,Lapatinib Arm,Yes,,,146,30,"HR 0.91 [0.68, 1.21]",,,,1-sided p-value only,,,,,,,4.7,,,,,
BURST1214_T2,Placebo Arm,Yes,,,145,26.4,,,,,,,,,,,,3.8,,,,,
BUYUK1087_T1,CNF,Yes,,,30,,,,8,BUYUK1087_OS_CNF.xml,,,,,,,,,,,,,
BUYUK1087_T2,CAF,Yes,,,30,9,,,,BUYUK1087_OS_CAF.xml,,,,,,,,,,,,,
BUZDA0179_T1,FAC,Yes,,,132,21.4,,,49,BUZDA0179_OS_FAC.xml,,,,,,,,,,,,,
BUZDA0179_T2,FAI,Yes,,,60,23.5,,,20,BUZDA0179_OS_FAI.xml,,,,,,,,,,,,,
BUZDA0297_T1,Anastrozole 1 mg,Yes,Yes,,128,,"HR 0.96 [0.45, 2.08] p=0.91",,,BUZDA0297_OS_1.xml,Says 97.5% CI,5.67,,,BUZDA0297_TTP_1.xml,,,,,,,,
BUZDA0297_T2,Anastrozole 10 mg,Yes,Yes,,130,,"HR 0.50 [0.21, 1.21] p=0.08",,,BUZDA0297_OS_10.xml,Says 97.5% CI,4.77,,,BUZDA0297_TTP_10.xml,,,,,,,,
BUZDA0297_T3,Megestrol acetate,Yes,Yes,,128,,,,,BUZDA0297_OS_MEG.xml,,5.03,,,BUZDA0297_TTP_MEG.xml,,,,,,,,
BUZDA0303_T1,Arzoxifene 20 mg,Yes,,,55,,,,,,,4.59,,,,,,,,,,,
BUZDA0303_T2,Arzoxifene 50 mg,Yes,,,57,,,,,,,4.38,,,,,,,,,,,
BUZDA0502_T1,Droloxifene,Yes,Yes,,681,,"HR 0.871 [0.672, 1.129]",,,BUZDA0502_OS_DRO.xml,,6.1,,,,,,,,,,,
BUZDA0502_T2,Tamoxifen ,Yes,,,673,,,,,BUZDA0502_OS_TAM.xml,,7.6,,,,,,,,,,,
BUZDA0582_T1,L-PAM,Yes,,,28,,,,,,,,,,,,,,,,,,
BUZDA0582_T2,Peptichemio,Yes,,,28,,,,,,,,,,,,,,,,,,
BUZDA0696_T1,Protocol 03: Fadrozole HCL,Yes,Yes,A,195,27.13,,0.2492,,BUZDA0696_OS_3FAD.xml,,3.87,,,BUZDA0696_TTP_3FAD.xml,,,,,,,,
BUZDA0696_T2,Protocol 03: Megestrol Acetate,Yes,Yes,A,184,23.07,,,,BUZDA0696_OS_3MEG.xml,,3.8,,,BUZDA0696_TTP_3MEG.xml,,,,,,,,
BUZDA0696_T3,Protocol 06: Fadrozole HCL,Yes,Yes,B,150,25.77,,,,BUZDA0696_OS_6FAD.xml,,5.27,,,BUZDA0696_TTP_6FAD.xml,,,,,,,,
BUZDA0696_T4,Protocol 06: Megestrol Acetate,Yes,Yes,B,148,27.9,,0.6584,,BUZDA0696_OS_6MEG.xml,,5.8,,,BUZDA0696_TTP_6MEG.xml,,,,,,,,
BUZDA0701_T1,Letrozole 0.5 mg,Yes,Yes,,202,33.1,"HR 0.79 [0.62, 1.00] p=0.053",,,BUZDA0701_OS_LET0.5.xml,,5.6,,,BUZDA0701_TTP_LET0.5.xml,,,,,,,,
BUZDA0701_T2,Letrozole 2.5 mg,Yes,Yes,,199,28.6,"HR 0.92 [0.73, 1.17] p=0.492",,,BUZDA0701_OS_LET2.5.xml,,3.2,,,BUZDA0701_TTP_LET2.5.xml,,,,,,,,
BUZDA0701_T3,Megestrol Acetate 160 mg,Yes,Yes,,201,26.2,,,,BUZDA0701_OS_MEG.xml,,3.4,,,BUZDA0701_TTP_MEG.xml,,,,,,,,
BUZDA0712_T1,40 mg,Yes,,,60,,,,,,,3.5,,,BUZDA0712_TTP_40.xml,,,,,,,,
BUZDA0712_T2,80 mg,Yes,,,66,,,,,,,2.6,,,BUZDA0712_TTP_80.xml,,,,,,,,
BUZDA0712_T3,120 mg,Yes,,,19,,,,,,,3.7,,,BUZDA0712_TTP_120.xml,,,,,,,,
BYRNE0997_T1,TAM + MPA,Yes,Yes,,109,17.2,,,,BYRNE0997_OS_MPA+TAM.xml,,3,,,BYRNE0997_TTP_MPA+TAM.xml,,,,,,,,
BYRNE0997_T2,MPA,Yes,Yes,,106,18.4,,0.87,,BYRNE0997_OS_MPA.xml,,4.5,,,BYRNE0997_TTP_MPA.xml,,,,,,,,
CALAB0291_T1,FAC,Yes,,,128,,,,,,,6,,,CALAB0291_TTP_FAC.xml,,,,,,,,
CALAB0291_T2,FAC Plus LND,Yes,,,126,,,,,,,9,,,CALAB0291_TTP_FAC+LND.xml,,,,,,,,
CAMPO0513_T1,V+C,Yes,,,44,22.2,,,28.7,CAMPO0513_OS_VC.xml,90 deaths distributed evenly,,,,,,,7.2,,,,,
CAMPO0513_T2,V+C Sequential,Yes,,,46,19.4,,,30,CAMPO0513_OS_VCseq.xml,,,,,,,,3.4,,,,,
CAMPO0513_T3,D+C,Yes,,,48,24.2,,,31.3,CAMPO0513_OS_DC.xml,,,,,,,,8.9,,,,,
CANEL1176_T1,L-PAM,Yes,,,91,9,,,,CANEL1176_OS_LPAM.xml,,,,,,,,,,,,,
CANEL1176_T2,Triple therapy (CMF),Yes,,,93,12,,,,CANEL1176_OS_CMF.xml,,,,,,,,,,,,,
CANNE0988_T1,AG,Yes,,,106,15.8,,0.85,,,too fuzzy,,,,,,,,,,,,
CANNE0988_T2,MPA,Yes,,,112,15.7,,,,,too fuzzy,,,,,,,,,,,,
CAPOT0103_T1,FEC,Yes,Yes,,44,23.3,,,29.24,CAPOT0103_OS_FEC.xml,68% of patients died,12.7,,,CAPOT0103_TTP_FEC.xml,,,,,,,,
CAPOT0103_T2,FEC-G,Yes,Yes,,42,25.6,,-0.55,27.88,CAPOT0103_OS_FECG.xml,,12,,,CAPOT0103_TTP_FECG.xml,,,,,,,,
CAPOT0103_T3,MMM-G,Yes,Yes,,45,24.1,,-0.21,27.88,CAPOT0103_OS_MMMG.xml,,14.5,,,CAPOT0103_TTP_MMMG.xml,,,,,,,,
CAREY0712_T1,Arm 1,Yes,,,31,7.5,,,26,CAREY0712_OS_arm1.xml,report number of patients,1.4,,,,,,,,,,,
CAREY0712_T2,Arm 2,Yes,,,71,10.4,,,59,CAREY0712_OS_arm2.xml,,2.1,,,,,,,,,,,
CARLS0612_T1,Anastrozole plus gefitinib,Yes,,,74,30.3,,,40,CARLS0612_OS_anastrozole.xml,,,,,,,,5.3,,,,,
CARLS0612_T2,Fulvestrant plus gefitinib,Yes,,,74,23.9,,,45,CARLS0612_OS_fulvestrant.xml,,,,,,,,5.2,,,,,
CARMO0586_T1,Intensive Group,Yes,,,51,21,,,,CARMO0586_OS_intensive.xml,,,,,,,,,,,,,
CARMO0586_T2,Intermittent group,Yes,,,49,17,,,,CARMO0586_OS_intermittent.xml,,,,,,,,,,,,,
CARMO1081_T1,CMFP,Yes,,,26,22.4,,,,CARMO1081_OS_CMFP.xml,,,,,,,,,,,,,
CARMO1081_T2,VAC,Yes,,,25,18,,,,CARMO1081_OS_VAC.xml,,,,,,,,,,,,,
CARMO1087_T1,Regimen A,Yes,,,24,20,,0.004862,14,CARMO1087_OS_A.xml,,,,,,,,,,,,,
CARMO1087_T2,Regimen B,Yes,,,24,8,,,21,CARMO1087_OS_B.xml,,,,,,,,,,,,,
CARMO1280_T1,Study Group,Yes,,,68,16,,,49,CARMO1280_OS_study.xml,,,,,,,,,,,,,
CARMO1280_T2,Control group,Yes,,,67,6,,,67,CARMO1280_OS_control.xml,,,,,,,,,,,,,
CARPE0986_T1,CAF-levamisole,Yes,,,49,20.3,,0.798,36.37,,72/97 total events,,,,,,,,,,,,
CARPE0986_T2,CAF-placebo,Yes,,,48,17.7,,,35.63,,,,,,,,,,,,,,
CASSI0508_T1,Arm D,Yes,Yes,,107,21.4,,,81.52,CASSI0508_OS_D.xml,160/210 total events,,,,,,,8.7,,,CASSI0508_PFS_D.xml,,
CASSI0508_T2,Arm P,Yes,Yes,,103,27.3,,0.081,78.48,CASSI0508_OS_P.xml,,,,,,,,8,,,CASSI0508_PFS_P.xml,,
CASTI1193_T1,MAP,Yes,,,55,29.03,"HR 0.83 [0.54, 1.27]",,,,"the HRs of the two MAP arms against TAM-MAP, combined using inverse variance weighting -- From the HRs and Cis in the text, MAP-TAM has ln(HR) = -0.2357223 and Var(HR) = 0.09615277 and MAP-AGT has ln(HR) = -0.1392621 and Var(HR) = 0.09138973 ; the inverse-variance-weighted estimate is therefore ln(HR) = -0.1862673 and Var(HR) = 0.04685538",8.8,,,CASTI1193_TTP_MAP.xml,50,,,,,,,
CASTI1193_T2,TAM,Yes,,,64,20.95,,,,,KM curve split up ,5.4,,,CASTI1193_TTP_TAM.xml,61,,,,,,,
CAVAL0584_T1,Regimen A,Yes,,,91,17.17,,0.7086,,,,,,,,,,,,,,,
CAVAL0584_T2,Regimen B,Yes,,,93,17.27,,,,,,,,,,,,,,,,,
CAVAL1183_T1,Treatment I,Yes,,,74,23.5,,,,CAVAL1183_OS_A1.xml,,,,,,,,,,,,,
CAVAL1183_T2,Treatment II,Yes,,,70,27,,,,CAVAL1183_OS_A2.xml,,,,,,,,,,,,,
CAVAL1183_T3,Treatment III,Yes,,,72,30,,,,CAVAL1183_OS_A3.xml,,,,,,,,,,,,,
CECI0795_T1,Arm A,Yes,,,46,8.4,,,,,,3.27,,,,,,,,,,,
CECI0795_T2,Arm B,Yes,,,43,8.17,,,,,,2.33,,,,,,,,,,,
CHAN0409_T1,GD,Yes,Yes,,152,19.29,,0.983,119,CHAN0409_OS_GD.xml,,,,,,,,8.05,,,CHAN0409_PFS_GD.xml,151,
CHAN0409_T2,CD,Yes,Yes,,150,21.45,,,115,CHAN0409_OS_CD.xml,,,,,,,,7.98,,,CHAN0409_PFS_CD.xml,142,
CHAN1004_T1,MC,Yes,Yes,,76,18.3,,,,CHAN1004_OS_MC.xml,,7.7,,,CHAN1004_TTP_MC.xml,,,,,,,,
CHAN1004_T2,EC,Yes,Yes,,78,16,"HR 1.15 [0.77, 1.72] p=0.504",,,CHAN1004_OS_EC.xml,,5.6,,,CHAN1004_TTP_EC.xml,,,,,,,,
CHANN0899_T1,Docetaxel,Yes,Yes,,161,15,,0.4506,132,CHANN0899_OS_DOC.xlsx,,6.1,,,,,,,,,CHANN0899_PFS_DOC.xml,,
CHANN0899_T2,Doxorubicin,Yes,Yes,,165,14,,,134,CHANN0899_OS_DOX.xlsx,,4.9,,,,,,,,,CHANN0899_PFS_DOX.xml,,
CHAUV0978_T1,VCF,Yes,,,35,,,,,,,,,,,,,,,,,,
CHAUV0978_T2,DVM,Yes,,,35,,,,,,,,,,,,,,,,,,
CHIA0408_T1,Fulvestrant,Yes,,,351,,,,,,,3.7,,,CHIA0408_TTP_FUL.xml,,,,,,,,
CHIA0408_T2,Exemestane,Yes,,,342,,,,,,,3.7,,,CHIA0408_TTP_EXE.xml,,,,,,,,
CHIES1207_T1,TAM,Yes,,,32,47.4,,,21,CHIES1207_OS_TAM.xml,Very difficult to read event counts,13,,,,,,,,,,,
CHIES1207_T2,TAM + RA,Yes,,,34,38.2,,,21,CHIES1207_OS_TAMRA.xml,,12.5,,,,,,,,,,,
CHIES1207_T3,TAM + IFN-alpha-2a,Yes,,,33,45.1,,,21,CHIES1207_OS_TAMIFN.xml,,10,,,,,,,,,,,
CHLEB0883_T1,DOXO-CCNU,Yes,,,17,9.1,,,15.06,CHLEB0883_OS_AC.xml,31/35 deaths,,,,,,,,,,,,
CHLEB0883_T2,DOXO-CCNU-VCR,Yes,,,18,7,,,15.94,CHLEB0883_OS_ACV.xml,,,,,,,,,,,,,
CHLEB1081_T1,Intravenous,Yes,,,24,9.8,,,23.02,CHLEB1081_OS_iv.xml,47/49 deaths,,,,,,,,,,,,
CHLEB1081_T2,Oral,Yes,,,25,12.1,,,23.98,CHLEB1081_OS_po.xml,,,,,,,,,,,,,
CINIE0417_T1,NORCAP,Yes,,,49,30.2,,,31,CINIE0417_OS_NORCAP.xml,,,,,,,,7.6,,,,,
CINIE0417_T2,GEMPAC,Yes,,,50,29.6,,,37,CINIE0417_OS_GEMPAC.xml,,,,,,,,9,,,,,
CINIE0417_T3,GEMDOC,Yes,,,50,31,,,35,CINIE0417_OS_GEMDOC.xml,,,,,,,,11.4,,,,,
CLEME0115_T1,YM155 + Docetaxel,Yes,,,50,20.03,,,,,,,,,,,,8.4,,,,,
CLEME0115_T2,Docetaxel,Yes,,,51,21,,0.768,,,,,,,,,,10.5,,,,,
CLEMO0714_T1,Vandetanib,Yes,,,61,31,,,18,,KM only plotted within subgroups,,,,,,,5.8,,,,,
CLEMO0714_T2,Placebo,Yes,,,68,,,,23,,,,,,,,,4.8,,,,,
CLEMO1110_T1,Capecitabine + enzastaurin,Yes,,,42,9.9,"HR 1.770 [0.9, 3.5] p=0.392",,,,,,,,,,,2.8,,,CLEMO1110_PFS_ENZ.xml,,
CLEMO1110_T2,Capecitabine + placebo,Yes,,,43,14.9,,,,,,,,,,,,4.3,,,CLEMO1110_PFS_PLACEBO.xml,,
COBAU0296_T1,Megestrol Acetate,Yes,,,135,26,,,93,COBAU0296_OS_MEG.xml,,,,,,,,,,,,,
COBAU0296_T2,Premarin/megestrol acetate,Yes,,,131,25.9,,0.48,83,COBAU0296_OS_PRE.xml,,,,,,,,,,,,,
COCCO0190_T1,Continuation Arm,Yes,,,49,,,,39,COCCO0190_OS_CONT.xml,,,,,,,,,,,,,
COCCO0283_T1,CMF,Yes,,,71,25.9,,0.25,39,,,,,,,,,,,,,,
COCCO0283_T2,CMF + T,Yes,,,62,18.2,,,37,,,,,,,,,,,,,,
COCCO0491_T1,CMF,Yes,,,65,17.5,,0.86,45,COCCO0491_OS_CMF.xml,,7.47,,,,,,,,,,,
COCCO0491_T2,PE,Yes,,,65,17.73,,,46,COCCO0491_OS_PE.xml,,7.23,,,,,,,,,,,
COCCO0692_T1,AG + HC,Yes,,,79,34.2,,,,,,8.1,,,,,,,,,,,
COCCO0692_T2,AG,Yes,,,74,36.3,,0.56,,,,6.3,,,,,,,,,,,
COLE0573_T1,C,Yes,,,30,17.3,,,,,mean instead of median survival,,,,,,,,,,,,
COLE0573_T2,N,Yes,,,26,10,,,,,mean instead of median survival,,,,,,,,,,,,
COLE0573_T3,C+N,Yes,,,22,10,,,,,mean instead of median survival,,,,,,,,,,,,
COLEM0506_T1,ARM A (60 q 6),Yes,,,57,,,,,,,5.8,,,,,,,,,,,
COLEM0506_T2,ARM B (50 q 4),Yes,,,59,,,,,,,5.4,,,,,,,,,,,
COLLE0206_T1,Arm A (C+M),Yes,,,90,18.2,,0.98,,,,3.8,,,,,,,,,,,
COLLE0206_T2,Arm B (C+M+T),Yes,,,88,17.1,,,,,,4.1,,,,,,,,,,,
CONTE0387_T1,CEF,Yes,Yes,,59,14.7,,,25.61,CONTE0387_OS_CEF.xml,,,,,,,,8.83,,,CONTE0387_PFS_CEF.xml,,
CONTE0387_T2,DES-CEF,Yes,Yes,,57,18.6,"HR 0.838 [0.491, 1.429] p=0.5",,28.39,CONTE0387_OS_DESCEF.xml,HR from reported O and E,,,,,,,9.2,,,CONTE0387_PFS_DESCEF.xml,,
CONTE0796_T1,CEF,Yes,Yes,,128,17.3,,,112.64,CONTE0796_OS_CEF.xml,,,,,,,,9.4,,,CONTE0796_PFS_CEF.xml,,
CONTE0796_T2,DES-CEF,Yes,Yes,,130,20,,0.7,114.4,CONTE0796_OS_DESCEF.xml,,,,,,,,11,,,CONTE0796_PFS_DESCEF.xml,,
CONTE0804_T1,Concomitant arm A,Yes,Yes,,106,20,,,,CONTE0804_OS_armA.xml,,,,,,,,11,,,CONTE0804_PFS_armA.xml,,
CONTE0804_T2,Sequential arm B,Yes,Yes,,92,26,,,,CONTE0804_OS_armB.xml,,,,,,,,10.8,,,CONTE0804_PFS_armB.xml,,
COOK1196_T1,Epirubicin,Yes,,,18,9.5,,,,,,,,,,,,,,,,,
COOK1196_T2,Mitozantrone,Yes,,,22,8,,,,,,,,,,,,,,,,,
CORKE0882_T2,Tamoxifen - Aminoglutethimidine,Yes,,,11,,,,,,,,,,,,,,,,,,
CORKE0882_T3,Tamoxifen only,Yes,,,9,,,,,,,,,,,,,,,,,,
CORTE0311_T1,Eribulin,Yes,,,508,13.1,,,274,,,,,,,,,3.7,,,,,
CORTE0311_T2,TPC,Yes,,,254,,,,148,,,,,,,,,,,,,,
CORTE1215_T1,Afatinib alone,Yes,Yes,,40,13.46,,,,CORTE1215_OS_A.xml,"HR only reported against investigator choice group, which was removed",,,,,,,2.78,,,CORTE1215_PFS_A.xml,,
CORTE1215_T2,Afatinib plus vinorelbine,Yes,Yes,,38,8.7,,,,CORTE1215_OS_A+V.xml,,,,,,,,2.87,,,CORTE1215_PFS_A+V.xml,,
COWAN0891_T1,Doxorubicin,Yes,,,117,10.5,,,103,COWAN0891_OS_doxorubicin.xml,,,,,,,,,,,,,
COWAN0891_T2,Bisantrene,Yes,,,128,9.7,,,110,COWAN0891_OS_bisantrene.xml,,,,,,,,,,,,,
COWAN0891_T3,Mitoxantrone,Yes,,,120,5.9,,,112,COWAN0891_OS_mitoxantrone.xml,,,,,,,,,,,,,
CREAG1184_T1,CFP,Yes,Yes,,41,18.2,,,,CREAG1184_OS_CFP.xml,,9.2,,,CREAG1184_TTP_CFP.xml,,,,,,,,
CREAG1184_T2,CAP+CFP,Yes,Yes,,45,,,,,CREAG1184_OS_CAP+CFP.xml,,,,,CREAG1184_TTP_CAP+CFP.xml,,,,,,,,
CREST0304_T1,Combination schedule,Yes,,,41,34,,,,,,8.4,,,,,,,,,,,
CREST0304_T2,Alternated schedule,Yes,,,42,34,,,,,,7.93,,,,,,,,,,,
CRIST0310_T1,Anastrozole plus gefitinib,Yes,,,43,,,,22,,,,,,,,,14.7,,,CRIST0310_PFS_GEF.xml,,
CRIST0310_T2,Anastrozole plus placebo,Yes,,,50,,,,32,,,,,,,,,8.4,,,CRIST0310_PFS_PLACEBO.xml,,
CROWN0813_T1,Sunitinib plus capecitabine,Yes,,,221,16.4,"HR 0.99 [0.76, 1.30]",,,,1-sided p-value,,,,,,,5.5,,,,,
CROWN0813_T2,Capecitabine,Yes,,,221,16.5,,,,,,,,,,,,5.9,,,,,
CUMMI0785_T1,CMFP,Yes,,,76,15.8,,,,CUMMI0785_OS_CMFP.xml,,,,,,,,,,,,,
CUMMI0785_T2,CAF,Yes,,,79,18.6,,0.86,,CUMMI0785_OS_CAF.xml,,,,,,,,,,,,,
CUMMI0981_T1,AV,Yes,,,92,8.3,,,74,CUMMI0981_OS_AV.xml,,,,,,,,,,,,,
CUMMI0981_T2,AVD,Yes,,,94,7.1,,,76,CUMMI0981_OS_AVD.xml,,,,,,,,,,,,,
CUMMI0981_T3,AVI,Yes,,,44,7.4,,,39,CUMMI0981_OS_AVI.xml,,,,,,,,,,,,,
CUNA0478_T1,Therapy A,Yes,,,50,,,,,,,,,,,,,,,,,,
CUNA0478_T2,Therapy B,Yes,,,51,,,,,,,,,,,,,,,,,,
CURIG1013_T1,Sunitinib,Yes,,,110,9.4,,,,,,,,,,,,2,,,,,
DELEN0290_T1,TAM,Yes,Yes,,31,,,,,DELEN0290_OS_TAM.xml,,12,,,DELEN0290_TTP_TAM.xml,,,,,,,,
DELEN0290_T2,TAM/MPA,Yes,Yes,,29,34,,,,DELEN0290_OS_TAMMPA.xml,,9,,,DELEN0290_TTP_TAMMPA.xml,,,,,,,,
DELMA0313_T1,Arm A,Yes,,,60,,,,,,,,,,,,,,,,,,
DELMA0313_T2,Arm B,Yes,,,64,,,,,,,,,,,,,,,,,,
DELMA0313_T3,Arm C,Yes,,,58,,,,,,,,,,,,,,,,,,
DELMA0313_T4,Arm D,Yes,,,59,,,,,,,,,,,,,,,,,,
DELMA0401_T1,CEF21,Yes,Yes,,74,32.7,,0.25,40,DELMA0401_OS_CEF.xml,,14.3,,,,,,,,,DELMA0401_PFS_CEF.xml,,
DELMA0401_T2,HD-CEF14,Yes,Yes,,77,27.2,,,44,DELMA0401_OS_HDCEF.xml,,12.8,,,,,,,,,DELMA0401_PFS_HDCEF.xml,,
DESHM1107_T1,Arzoxifene 20 mg,Yes,,,184,,"HR 1.55 [0.85, 2.82] p=0.157",,,,,,,,,,,4,,,DESHM1107_PFS_ARZ.xml,113,
DESHM1107_T2,Tamoxifen 20 mg,Yes,,,184,17.1,,,,,,,,,,,,7.5,,,DESHM1107_PFS_TAM.xml,94,
DICKL0816_T1,Letrozole + Bevacizumab,Yes,Yes,,173,47.2,"HR 0.87 [0.65, 1.18] p=0.19",,,DICKL0816_OS_L+B.xml,1-sided p-value,,,,,,,20.2,"HR 0.75 [0.59, 0.96]",,DICKL0816_OS_L+B.xml,,1-sided p-value
DICKL0816_T2,Letrozole,Yes,Yes,,170,43.9,,,,DICKL0816_OS_L.xml,,,,,,,,15.6,,,DICKL0816_OS_L.xml,,
DIERA0495_T1,Paclitaxel,Yes,Yes,,41,12.7,,0.15,,DIERA0495_OS_PAC.xml,I think the two KM curves were mislabeled based on the text,3.5,,,DIERA0495_TTP_PAC.xml,,,,,,,,
DIERA0495_T2,Mitomycin,Yes,Yes,,40,8.4,,,,DIERA0495_OS_MIT.xml,,1.6,,,DIERA0495_TTP_MIT.xml,,,,,,,,
DIERA0615_T1,Arm A Trebananib 10 mg/kg QW + Paclitaxel + Bevacizumab,Yes,,,56,,,,,,,,,,,,,11.3,,,,,
DIERA0615_T2,Arm B Trebananib 3 mg/kg QW + Paclitaxel + Bevacizumab,Yes,,,57,,,,,,,,,,,,,9.2,,,DIERA0615_PFS_B.xml,,
DIERA0615_T3,Arm C Placebo + Paclitaxel + Bevacizumab,Yes,,,58,,,,,,,,,,,,,12.2,,,DIERA0615_PFS_C.xml,,
DIERA0615_T4,Arm D Trebananib 10 mg/kg QW (Open-Label) + Paclitaxel,Yes,,,57,,,,,,,,,,,,,10,,,DIERA0615_PFS_D.xml,,
DIERA0915_T1,OBP,Yes,Yes,,63,14.7,"HR 1.36 [0.75, 2.46] p=0.316",,,DIERA0915_OS_OBP.xml,,,,,,,,7.3,,,DIERA0915_PFS_OBP.xml,,
DIERA0915_T2,OP,Yes,Yes,,60,13.4,"HR 1.92 [1.03, 3.59] p=0.038",,,DIERA0915_OS_OP.xml,,,,,,,,5.4,,,DIERA0915_PFS_OP.xml,,
DIERA0915_T3,BP,Yes,Yes,,62,17.4,,,,DIERA0915_OS_BP.xml,,,,,,,,7.2,,,DIERA0915_PFS_BP.xml,,
DILEO1208_T1,P + L,Yes,,,293,23.1,HR 0.86 p=0.216,,,,"Removed the CI both because it was rounded and also because it it clearly had a type --- it should have been [0.7, 1.1] instead of [0.7, 1.7].",6.8,,,,,,5.9,"HR 0.87 [0.72, 1.05] p=0.142",,,,
DILEO1208_T2,P + P,Yes,,,286,20.3,,,,,,5.3,,,,,,5.3,,,,,
DIRIX0308_T1,Exemestane,Yes,,,53,17.29,,,,,,4.67,,,DIRIX0308_TTP_EXE.xml,43,,,,,,,
DIRIX0308_T2,Exemestane + celecoxib,Yes,,,53,17.24,,,,,,5.46,,,DIRIX0308_TTP_COX2.xml,40,,,,,,,
DIXON0892_T1,Megesterol acetate,Yes,,,30,13,,,,DIXON0892_OS_MGA.xml,,5,,,,,,,,,,,
DIXON0892_T2,Mitozantrone,Yes,,,30,11,,,,DIXON0892_OS_mitoxantrone.xml,,5,,,,,,,,,,,
DOGLI0496_T1,EPI,Yes,,,104,25.3,,,60,,,10.6,,,,,,,,,,,
DOGLI0496_T2,EPI + LND,Yes,,,103,25,,,57,,,10.5,,,,,,,,,,,
DOMBE0298_T1,Letrozole 0.5 mg,Yes,,,188,21.5,,0.4,126,,,5.1,,,DOMBE0298_TTP_05.xml,,,,,,,,
DOMBE0298_T2,Letrozole 2.5 mg,Yes,,,174,25.3,,0.15,103,,,5.6,,,DOMBE0298_TTP_25.xml,,,,,,,,
DOMBE0298_T3,MA,Yes,,,189,21.5,,,128,,,5.5,,,DOMBE0298_TTP_MA.xml,,,,,,,,
DROOG1016_T1,HAT,Yes,Yes,,39,36.8,,,,DROOG1016_OS_HAT.xml,,,,,,,,19.8,,,DROOG1016_PFS_HAT.xml,,
DROOG1016_T2,HA-HAT,Yes,Yes,,45,54,,,,DROOG1016_OS_HAHAT.xml,,,,,,,,19.6,,,DROOG1016_PFS_HAHAT.xml,,
,20 mg,Yes,,,27,19.67,,0.05,,EBBS0689_OS_20.xml,,,,,,,,,,,,,
EBBS0689_T2,40 mg,Yes,,,26,9.87,,,,EBBS0689_OS_40.xml,,,,,,,,,,,,,
EISEN0498_T1,ECisF,Yes,,,21,10,,,,,MOS only for the subset with metastatic disease,7,,,,,,,,,EISEN0498_PFS_Cis.xml,,
EISEN0498_T2,ECycloF,Yes,,,38,13,,,,,,7,,,,,,,,,EISEN0498_PFS_Cyc.xml,,
EJLER0493_T1,18 months,Yes,,,157,23,,0.03,,,May have removed early failures in the p-value calculation,,,,,,,14,,,EJLER0493_PFS_18.xml,,
EJLER0493_T2,6 months,Yes,,,161,18,,,,,,,,,,,,10,,,EJLER0493_PFS_6.xml,,
EJLER0604_T1,Epirubicin,Yes,Yes,,194,18,,,156,EJLER0604_OS_E.xml,,,,,,,,8.2,,,EJLER0604_PFS_E.xml,,
EJLER0604_T2,VRL + Epirubicin,Yes,Yes,,193,19.1,,0.5,157,EJLER0604_OS_V.xml,,,,,,,,10.1,,,EJLER0604_PFS_V.xml,,
ELLAR0909_T1,Daily Schedule,Yes,,,33,,,,,,,,,,,,,,,,,,
ELLAR0909_T2,Weekly Schedule,Yes,,,16,,,,,,,,,,,,,,,,,,
ELLME0500_T1,TOR 20,Yes,,,90,,,,,,,6.87,,,ELLME0500_TTP_20.xml,,,,,,,,
ELLME0500_T2,TOR 40,Yes,,,81,,,,,,,6.3,,,ELLME0500_TTP_40.xml,,,,,,,,
ELLME0500_T3,TOR 60,Yes,,,89,,,,,,,6.53,,,ELLME0500_TTP_60.xml,,,,,,,,
