Paper,Disease,TRUE,Surrogate,Trial,Patients Treatment,Patients Control,HR Surrogate,CI Surrogate,HR True,CI True,
"SJOQU0818
",Ovarian Cancer,OS,PFS,GOG182A,864,864,1.03,"[0.91,1.14]",1.01,"[0.89,1.14]",
"SJOQU0818
",Ovarian Cancer,OS,PFS,GOG182B,864,862,0.98,"[0.88,1.10]",0.95,"[0.84,1.09]",
"SJOQU0818
",Ovarian Cancer,OS,PFS,GOG182C,864,861,1.07,"[0.96,1.19]",1.05,"[0.93,1.19]",
"SJOQU0818
",Ovarian Cancer,OS,PFS,GOG182D,864,861,1.04,"[0.93,1.15]",1.11,"[0.98,1.26]",
"SJOQU0818
",Ovarian Cancer,OS,PFS,AGOOVAR/GINECO/NSGO,882,860,1.18,"[1.06,1.32]",1.05,"[0.091, 1.2]",
"SJOQU0818
",Ovarian Cancer,OS,PFS,NCIC/EORTC/GEICO,409,410,1.1,"[0.94,1.28]",1.08,"[0.93,1.27]",
"SJOQU0818
",Ovarian Cancer,OS,PFS,MITO-2,410,410,0.95,"[0.81,1.13]",0.89,"[0.72,1.12]",
"SJOQU0818
",Ovarian Cancer,OS,PFS,HCOG,192,190,1.37,"[1.05,1.8]",1.21,"[0.93,1.56]",
"SJOQU0818
",Ovarian Cancer,OS,PFS,JGOG,319,312,0.75,"[0.62,0.91]",0.79,"[0.63,0.99]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Cui,56,54,0.58,"[0.38,0.89]",0.52,"[0.33,0.82]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Robert,45,45,0.63,"[0.47,0.84]",0.93,"[0.67,1.28]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Hersh,264,265,0.79,"[0.63,0.99]",0.83,"[0.58,1.20]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Hauschild,187,63,0.3,"[0.18,0.51]",0.61,"[0.25,1.48]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Flaherty,214,108,0.45,"[0.33,0.63]",0.54,"[0.32,0.92]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Chapman,336,336,0.26,"[0.20,0.33]",0.37,"[0.26,0.55]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,ODayA,33,32,1.25,"[0.73,2.14]",0.61,"[0.35,1.07]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,ODayB,32,32,1.7,"[0.99,2.93]",0.97,"[0.56,1.68]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,ODayC,32,32,0.79,"[0.46,1.37]",0.78,"[0.45,1.33]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Robert,250,252,0.76,"[0.63,0.93]",0.72,"[0.59,0.87]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Patel,429,430,0.92,"[0.80,1.06]",1,"[0.86,1.17]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Kefford,40,40,1.06,"[0.66,1.70]",1.04,"[0.58,1.87]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,McDermott,51,50,0.67,"[0.43,1.03]",1.02,"[0.65,1.62]",
"KEIT0314
",Metastatic Melanoma,OS,PFS,Bedikian,386,385,0.75,"[0.63,0.88]",0.87,"[0.75,1.01]",
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,BEYOND,,,0.4,,0.68,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,BMS099,,,0.9,,0.89,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,CAPPA2,,,0.49,,0.52,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,CATStrial,,,1.11,,1.01,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Cobo,,,0.9,,0.9,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,ECOG4599,,,0.66,,0.79,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,ENSUREstudy,,,0.34,,0.91,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,FASTACT2,,,0.57,,0.79,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,FirstSIGNAL,,,1.2,,0.93,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,FLEX,,,0.94,,0.87,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,GECO,,,0.97,,0.93,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,IFCT-0501,,,0.51,,0.64,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,JCOG0803,,,0.92,,1.18,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,JMIL,,,1.05,,1,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Kubota,,,0.97,,0.97,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Lee,,,1.1,,1.13,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,LETS,,,1,,0.93,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,LUX-Lung3,,,0.58,,1.12,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,LUX-Lung6,,,0.28,,0.95,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Mok,,,0.74,,0.91,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,NEJ002,,,0.3,,0.89,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,NExUS,,,0.83,,0.98,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,PointBreak,,,0.83,,1,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,PROFILE,,,0.45,,0.82,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,PRONOUNCE,,,1.06,,1.07,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,PUjol,,,1.04,,0.9,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Rudd,,,0.9,,0.76,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Scaglioti-2008,,,1.04,,0.94,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Scaglioti-2010,,,0.99,,1.15,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,TOPICAL,,,0.83,,0.94,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,WJTOG0203,,,0.68,,0.86,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,WJTOG9904,,,0.61,,0.78,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Yang,,,0.85,,0.94,,
"KENT0416
",Non-Small Cell Lung Carcinoma,OS,PFS,Zukin,,,0.46,,0.62,,
"KENT1218
",Non-Small Cell Lung Cancer,OS,PFS,CM017,,,0.62,"[0.47,0.81]",0.59,"[0.44,0.79]",
"KENT1218
",Non-Small Cell Lung Cancer,OS,PFS,CM057,,,0.92,"[0.77,1.11]",0.73,"[0.59,0.89]",
"KENT1218
",Non-Small Cell Lung Cancer,OS,PFS,CM026,,,1.15,"[0.91,1.45]",1.02,"[0.80,1.30]",
"KENT1218
",Non-Small Cell Lung Cancer,OS,PFS,KN0102mg,,,0.88,"[0.74,1.05]",0.71,"[0.58,0.88]",
"KENT1218
",Non-Small Cell Lung Cancer,OS,PFS,KN01010mg,,,0.79,"[0.66,0.94]",0.61,"[0.49,0.75]",
"KENT1218
",Non-Small Cell Lung Cancer,OS,PFS,POPLAR,,,0.94,"[0.72,1.23]",0.73,"[0.53,0.99]",
"KENT1218
",Non-Small Cell Lung Cancer,OS,PFS,OAK,,,0.95,"[0.82,1.10]",0.73,"[0.62,0.87]",
"KOJI0213
",Gastric Cancer,OS,DFS,FFCD-8801,133,136,0.83,"[0.62,1.13]",0.84,"[0.62,1.14]",
"KOJI0213
",Gastric Cancer,OS,DFS,NSAS-GC,95,95,0.49,"[0.29,0.84]",0.51,"[0.29,0.9]",
"KOJI0213
",Gastric Cancer,OS,DFS,JCOG-9206-1,128,124,0.62,"[0.33,1.17]",0.6,"[0.31,1.18]",
"KOJI0213
",Gastric Cancer,OS,DFS,JCOG-8801,272,264,0.79,"[0.52,1.2]",0.82,"[0.54,1.27]",
"KOJI0213
",Gastric Cancer,OS,DFS,SWOG-7804,107,112,0.88,"[0.66,1.17]",0.93,"[0.7,1.24]",
"KOJI0213
",Gastric Cancer,OS,DFS,EORTC-40813,152,154,0.76,"[0.57,1.01]",0.85,"[0.64,1.14]",
"KOJI0213
",Gastric Cancer,OS,DFS,Tsavaris,44,44,0.55,"[0.34,0.9]",0.55,"[0.33,0.89]",
"KOJI0213
",Gastric Cancer,OS,DFS,ICCG-1/81,133,148,0.87,"[0.65,1.16]",0.85,"[0.64,1.13]",
"KOJI0213
",Gastric Cancer,OS,DFS,ITMO,135,136,0.9,"[0.66,1.25]",0.98,"[0.7,1.37]",
"KOJI0213
",Gastric Cancer,OS,DFS,GITSG-8174,90,88,0.73,"[0.52,1.02]",0.74,"[0.53,1.04]",
"KOJI0213
",Gastric Cancer,OS,DFS,NCTTG-794151,62,64,0.95,"[0.64,1.4]",1.02,"[0.69,1.51]",
"KOJI0213
",Gastric Cancer,OS,DFS,ECOG-EST3275,91,89,0.89,"[0.64,1.23]",0.94,"[0.68,1.3]",
"KOJI0213
",Gastric Cancer,OS,DFS,EORTC-40905,103,103,0.88,"[0.6,1.28]",0.93,"[0.64,1.37]",
"KOJI0213
",Gastric Cancer,OS,DFS,ICCG-1/81,89,97,1.05,"[0.74,1.48]",1.05,"[0.74,1.49]",
"KOJI0213
",Gastric Cancer,OS,DFS,A-Cirera,76,72,0.55,"[0.36,0.84]",0.6,"[0.39,0.93]",
"KOJI0213
",Gastric Cancer,OS,DFS,B-CLASSIC,520,515,0.56,"[0.44,0.72]",0.72,"[0.52,1.00]",
"KOJI0213
",Gastric Cancer,OS,DFS,E-GOIM-9602,113,112,0.88,"[0.66,1.17]",0.91,"[0.69,1.21]",
"KOJI0213
",Gastric Cancer,OS,DFS,F-GOIRC,130,128,0.92,"[0.66,1.28]",0.9,"[0.64,1.26]",
"KOJI0213
",Gastric Cancer,OS,DFS,D-INT-0116,281,275,0.66,"[0.53,0.82]",0.75,"[0.61,0.92]",
"KOJI0213
",Gastric Cancer,OS,DFS,C-ACTS-GC,529,530,0.65,"[0.54,0.79]",0.67,"[0.54,0.83]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Mead,,,0.55,"[0.41,0.73]",0.68,"[0.51,0.90]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Noguchi,,,0.7,"[0.40,1.20]",0.58,"[0.34,0.99]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Jones,,,1.09,"[0.85,1.40]",1.28,"[0.99,1.67]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Bamias1,,,1.73,"[1.24,2.42]",1.52,"[1.11,2.08]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,PetrylakR,,,0.39,"[0.24,0.64]",0.73,"[0.45,1.18]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,PetrylakI,,,0.86,"[0.55,1.36]",1,"[0.63,1.59]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Couciri,,,1.02,"[0.69,1.49]",1.21,"[0.81,1.79]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,vonderMaase4,,,1.05,"[0.85,1.30]",1.04,"[0.82,1.32]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Bellmunt1,,,0.68,"[0.54,0.86]",0.88,"[0.69,1.12]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Powles,,,1.07,"[0.81,1.43]",0.96,"[0.70,1.31]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Bamias2,,,0.83,"[0.56,1.23]",0.99,"[0.66,1.50]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,DeSantis,,,1.04,"[0.80,1.35]",0.94,"[0.72,1.22]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Bellmunt2,,,0.87,"[0.74,1.03]",0.85,"[0.72,1.02]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Sternberg1,,,0.75,"[0.58,0.98]",0.8,"[0.60,1.06]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Bellmunt3,,,0.98,"[0.81,1.19]",0.73,"[0.59,0.91]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Bellmunt3,,,2.04,"[1.02,4.07]",1.4,"[0.70,2.82]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Sternberg2,,,1.67,"[1.24,2.25]",1.21,"[0.83,1.76]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Bellmunt5600mg,,,0.83,"[0.54,1.28]",0.86,"[0.54,1.36]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Bellmunt51000mg,,,0.93,"[0.60,1.43]",0.9,"[0.57,1.41]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Loehrer,,,0.45,"[0.34,0.59]",0.6,"[0.44,0.81]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Hussain,,,1.2,"[0.71,2.02]",1.32,"[0.73,2.39]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Givas,,,0.99,"[0.56,1.75]",1.24,"[0.69,2.22]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Oudard,,,1.2,"[0.63,2.29]",1.09,"[0.53,2.26]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Dreicer,,,0.74,"[0.45,1.21]",1,"[0.63,1.61]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Krege,,,0.93,"[0.58,1.49]",0.9,"[0.53,1.54]",
"LIANG0718
",Metastatic Urothelial Cancer,OS,PFS,Hillcoat,,,0.7,"[0.47,1.04]",1.02,"[0.67,1.53]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Berlin,162,160,0.77,"[0.61,0.97]",0.82,"[0.65,1.04]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Bramhall,119,120,1.05,"[0.81,1.36]",1.01,"[0.77,1.32]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Colucci,199,201,0.97,"[0.80,1.18]",1.1,"[0.89,1.35]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Conroy,171,171,0.47,"[0.31,0.71]",0.57,"[0.45,0.73]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Cunningham,266,267,0.78,"[0.66,0.93]",0.86,"[0.72,1.02]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Dahan,100,102,1.03,"[0.78,1.35]",1.03,"[0.77,1.37]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Fuchsgg12,322,318,1,"[0.84,1.20]",1,"[0.82,1.21]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Fuchsgg20,322,160,1.03,"[0.82,1.30]",1.03,"[0.81,1.31]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Goncalves,52,50,1.04,"[0.70,1.55]",1.27,"[0.84,1.93]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Heinemann,97,98,0.86,"[0.60,1.23]",0.8,"[0.60,1.07]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Hermann,159,160,0.69,"[0.50,0.95]",0.89,"[0.70,1.13]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Kindler,316,314,1,"[0.78,1.29]",0.99,"[0.77,1.28]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Louvet,156,157,0.78,"[0.59,1.03]",0.84,"[0.66,1.07]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Moore,284,285,0.77,"[0.64,0.92]",0.82,"[0.68,0.98]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Phillip,371,372,0.93,"[0.81,1.07]",0.94,"[0.81,1.09]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Poplin2,275,272,0.86,"[0.72,1.03]",0.88,"[0.73,1.06]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Reni,46,51,0.51,"[0.33,0.78]",0.65,"[0.43,0.99]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Rougier,275,271,1.02,"[0.83,1.25]",1.17,"[0.93,1.48]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,Scott,54,106,0.96,"[0.68,1.36]",1.24,"[0.85,1.81]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,UenoGSI,277,275,0.66,"[0.55,0.79]",0.88,"[0.73,1.06]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,UenoSI,277,280,1.09,"[0.91,1.30]",0.96,"[0.80,1.15]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,PFS,VonHoff,430,431,0.69,"[0.58,0.82]",0.72,"[0.62,0.84]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,TTP,Phillip,371,372,0.83,"[0.71,0.97]",0.94,"[0.81,1.09]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,TTP,RochaLima,180,180,0.89,"[0.70,1.13]",1.04,"[0.84,1.29]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,TTP,Stathopoulos,70,60,1.08,"[0.76,1.54]",1.06,"[0.72,1.56]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,AbouAlfa,174,175,1.35,"[0.55,3.39]",0.88,"[0.6,1.29]",*Odds Ratio
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Berlin,162,160,1.26,"[0.51,3.12]",0.82,"[0.65,1.04]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Bramhall,119,120,0.68,"[0.29,1.58]",1.01,"[0.77,1.32]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Colucci,199,201,1.33,"[0.72,2.47]",1.1,"[0.89,1.35]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Conroy,171,171,4.47,"[2.44,8.21]",0.57,"[0.45,0.73]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Cunningham,266,267,1.67,"[1.04,2.68]",0.86,"[0.72,1.02]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Dahan,100,102,0.74,"[0.35,1.54]",1.03,"[0.77,1.37]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Fuchsgg12,322,318,1.69,"[1.05,2.72]",1,"[0.82,1.21]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Fuchsgg20,322,160,1.5,"[0.91,2.82]",1.03,"[0.81,1.31]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Goncalves,52,50,1.33,"[0.51,3.42]",1.27,"[0.84,1.93]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Heinemann,97,98,1.26,"[0.48,3.35]",0.8,"[0.60,1.07]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Hermann,159,160,1.31,"[0.59,2.89]",0.89,"[0.70,1.13]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Kindler,316,314,3.2,"[1.02,10.07]",0.99,"[0.77,1.28]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Louvet,156,157,1.74,"[1.01,3.01]",0.84,"[0.66,1.07]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Moore,284,285,1.09,"[0.60,1.97]",0.82,"[0.68,0.98]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Oetlle,282,283,2.28,"[1.30,4.00]",1.02,"[0.85,1.22]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Phillip,371,372,1.25,"[0.70,2.21]",0.94,"[0.81,1.09]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Poplin1,275,277,1.83,"[0.97,3.45]",0.83,"[0.69,1.00]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Poplin2,275,272,1.56,"[0.81,3.00]",0.88,"[0.73,1.06]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Reni,46,51,6.72,"[2.09,21.58]",0.65,"[0.43,0.99]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,RochaLima,180,180,4.13,"[1.83,9.31]",1.04,"[0.84,1.29]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,Stathopoulos,70,60,1.59,"[0.55,4.56]",1.06,"[0.72,1.56]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,UenoGSI,277,275,2.71,"[1.71,4.31]",0.88,"[0.73,1.06]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,UenoSI,277,280,1.73,"[1.07,2.80]",0.96,"[0.80,1.15]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,RR,VonHoff,430,431,3.84,"[2.50,5.89]",0.72,"[0.62,0.84]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Bramhall,119,120,0.62,"[0.33,1.14]",1.01,"[0.77,1.32]",*Odds Ratio
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Colucci,199,201,0.54,"[0.32,0.89]",1.1,"[0.89,1.35]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Conroy,171,171,2.27,"[1.46,3.54]",0.57,"[0.45,0.73]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Cunningham,266,267,1.33,"[0.94,1.87]",0.86,"[0.72,1.02]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Dahan,100,102,0.75,"[0.42,1.33]",1.03,"[0.77,1.37]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Goncalves,52,50,0.79,"[0.34,1.82]",1.27,"[0.84,1.93]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Heinemann,97,98,2.53,"[1.40,4.56]",0.8,"[0.60,1.07]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Kindler,316,314,1.03,"[0.71,1.49]",0.99,"[0.77,1.28]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Louvet,156,157,2.64,"[1.66,4.19]",0.84,"[0.66,1.07]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Moore,284,285,1.39,"[1.00,1.94]",0.82,"[0.68,0.98]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Phillip,371,372,1.42,"[1.04,1.93]",0.94,"[0.81,1.09]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Reni,46,51,3.99,"[1.73,9.21]",0.65,"[0.43,0.99]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,Stathopoulos,70,60,1.79,"[0.86,3.70]",1.06,"[0.72,1.56]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,UenoGSI,277,275,1.49,"[1.02,2.19]",0.88,"[0.73,1.06]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,UenoSI,277,280,1.03,"[0.71,1.48]",0.96,"[0.80,1.15]",
"MAKR1116
",Metastatic Pancreatic Cancer,OS,DCR,VonHoff,430,431,1.84,"[1.40,2.41]",0.72,"[0.62,0.84]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,CALGB30103,,,1.93,"[1.02,3.64]",2.14,"[1.12,4.09]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,CALGB9732,,,0.96,"[0.81,1.13]",0.94,"[0.79,1.11]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,CALGB9033,,,0.85,"[0.67,1.06]",0.9,"[0.72,1.13]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,NCICCTGBR4,,,0.56,"[0.44,0.71]",0.72,"[0.57,0.91]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,NCICCTGBR8,,,0.92,"[0.70,1.20]",0.9,"[0.69,1.18]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,SWOGS0124,,,0.9,"[0.77,1.05]",0.94,"[0.81,1.10]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,JCOG9511,,,0.65,"[0.47,0.90]",0.6,"[0.43,0.83]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,NCCTG862051A,,,0.77,"[0.55,1.06]",0.74,"[0.53,1.02]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,NCCTG862051C,,,0.79,"[0.57,1.10]",0.73,"[0.53,1.01]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,NCCTG862051D,,,0.87,"[0.64,1.20]",0.99,"[0.72,1.36]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,NCCTG892051,,,1.13,"[0.87,1.46]",1.2,"[0.92,1.55]",
"NATH0716
",Small Cell Lung Cancer,OS,PFS,NCCTG932053,,,0.72,"[0.41,1.25]",0.51,"[0.29,0.90]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Saltz,,,0.64,"[0.51,0.79]",0.78,"[0.63,0.97]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Blanke,,,1,"[0.81,1.25]",0.96,"[0.77,1.20]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Punt,,,0.87,"[0.71,1.08]",0.86,"[0.69,1.07]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Schilsky,,,0.83,"[0.73,0.95]",0.88,"[0.75,1.03]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Kohne1a,,,0.76,"[0.59,0.99",0.9,"[0.68,1.19]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Kohne1b,,,0.78,"[0.60,1.02]",0.95,"[0.72,1.26]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Kohne1c,,,0.97,"[0.75,1.26]",0.96,"[0.73,1.27]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Kohne2,,,0.65,"[0.53,0.79]",0.88,"[0.70,1.11]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Falcone,,,0.63,"[0.47,0.81]",0.7,"[0.50,0.96]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Porschen,,,1.17,"[0.96,1.43]",1.12,"[0.92,1.38]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Cassidy,,,1.04,"[0.93,1.16]",0.99,"[0.88,1.12]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Rothenberg,,,0.97,"[0.83,1.14]",1.03,"[0.87,1.23]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Cunningham,,,0.67,"[0.58,0.79]",0.93,"[0.78,1.10]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Hurwitz,,,0.54,,0.66,,
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Giantonio,,,0.61,,0.75,,
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Saltz2a,,,0.83,"[0.72,0.95]",0.89,"[0.76,1.03]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Saltz2b,,,0.77,"[0.63,0.94]",0.84,"[0.68,1.04]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Saltz2c,,,0.89,"[0.73,1.08]",0.94,"[0.75,1.16]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Sobrero,,,0.69,"[0.62,0.78]",0.98,"[0.85,1.11]",
